state,gender,activity_code,count_distinct_person
"Uttarakhand","female","Night sleep/essential sleep",32
"Uttarakhand","male","Vehicle maintenance and repairs",1
"Uttarakhand","female","Talking with and reading to children",6
"Uttarakhand","male","Exercising",28
"Uttarakhand","male","Upkeep of indoor/outdoor plants, hedges, garden, grounds, landscape, etc.",16
"Uttarakhand","female","Fetching water from natural and other sources for own final use",16
"Uttarakhand","male","Other activities related to food and meals management and preparation",2
"Uttarakhand","male","Daily pet care",3
"Uttarakhand","male","Participating in community social functions (music, dance, etc.)",1
"Uttarakhand","female","Participating in community social functions (music, dance, etc.)",1
"Uttarakhand","male","Additional study, non-formal education and courses",11
"Uttarakhand","female","Additional study, non-formal education and courses",8
"Uttarakhand","male","Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-ofpassage",5
"Uttarakhand","male","Other activities related to employment in household enterprises providing services",24
"Uttarakhand","female","Assisting dependent adults with tasks of daily living",2
"Uttarakhand","female","Receiving personal care from others",11
"Uttarakhand","male","Travelling related to care-giving services for household members",4
"Uttarakhand","male","Other activities related to formal education",77
"Uttarakhand","female","Other self-care and maintenance activities",17
"Uttarakhand","female","Travelling related to care-giving services for household members",3
"Uttarakhand","female","Storing, arranging, preserving food stocks",3
"Uttarakhand","male","Other activities related to personal hygiene and care",17
"Uttarakhand","male","Receiving personal care from others",5
"Uttarakhand","female","Other activities related to mass media use",7
"Uttarakhand","male","Extra-curricular activities",2
"Uttarakhand","female","Minding children (passive care)",3
"Uttarakhand","female","Tending furnace, boiler, fireplace for heating and water supply",1
"Uttarakhand","female","Other activities related to food and meals management and preparation",16
"Uttarakhand","female","Other activities related to personal hygiene and care",20
"Uttarakhand","male","Travelling time related to self-care and maintenance activities",6
"Uttarakhand","male","Other self-care and maintenance activities",3
"Uttarakhand","male","Employment-related travel",15
"Uttarakhand","female","Incidental sleep/naps",3
"Uttarakhand","female","Health/medical care to oneself",3
"Uttarakhand","female","Providing paid business and professional services in household enterprises",5
"Uttarakhand","male","Instructing, teaching, training, helping children",2
"Uttarakhand","male","Fetching water from natural and other sources for own final use",1
"Uttarakhand","male","Seeking employment",2
"West Bengal","female","Eating meals/snack",9801
"West Bengal","male","Making, processing of products using other materials for own final use",1
"West Bengal","female","Other activities related to do-it-yourself decoration, maintenance and repair",2
"West Bengal","female","Other activities related to direct unpaid volunteering for other households",1
"West Bengal","female","Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-ofpassage",3
"West Bengal","female","Other activities related to cultural participation, hobbies, games",1
"West Bengal","male","Visual, literary and performing arts (as hobby)",2
"West Bengal","male","Feeding, cleaning, physical care for non-dependent adult household members including for temporary illness",1
"West Bengal","male","Paying household bills",2
"West Bengal","male","Affective/emotional support for non-dependent adult household members",1
"West Bengal","transgender","Cleaning up after food preparation/meals/snacks",1
"West Bengal","transgender","Indoor cleaning",1
"West Bengal","transgender","Personal hygiene and care",1
"West Bengal","transgender","Night sleep/essential sleep",1
"West Bengal","male","Other unpaid work activities",2
"West Bengal","male","Other activities related to care for dependent adults",2
"West Bengal","female","Unpaid volunteer care for adults",2
"West Bengal","male","Unpaid volunteer care for adults",3
"West Bengal","male","Attendance at organized/mass cultural events and shows",1
"West Bengal","male","Other activities related to unpaid caregiving services for household members ",1
"West Bengal","male","Participating in community social functions (music, dance, etc.)",1
"West Bengal","female","Other unpaid work activities",2
"West Bengal","female","Cleaning up after food preparation/meals/snacks",1891
"West Bengal","male","Eating meals/snack",8639
"West Bengal","male","Commuting",3330
"West Bengal","male","Construction activities for the market in household enterprises",1283
"West Bengal","female","Activities associated with reflecting, resting, relaxing",1645
"West Bengal","female","Indoor cleaning",1681
"West Bengal","male","School/university attendance",803
"West Bengal","male","Watching/listening to television and video",1238
"West Bengal","female","Employment in corporations, government and non-profit institutions",232
"West Bengal","male","Activities associated with reflecting, resting, relaxing",1267
"West Bengal","male","Upkeep of indoor/outdoor plants, hedges, garden, grounds, landscape, etc.",35
"West Bengal","male","Vending and trading of goods in household enterprises",1076
"West Bengal","female","Commuting",561
"West Bengal","female","Outdoor cleaning",623
"West Bengal","male","Participating in collective religious practice",51
"West Bengal","female","Personal hygiene and care",4114
"West Bengal","female","Participating in collective religious practice",53
"West Bengal","male","Socializing/getting together/gathering activities",885
"West Bengal","male","Providing paid business and professional services in household enterprises",374
"West Bengal","female","Caring for children including feeding, cleaning, physical care",2110
"West Bengal","female","Hand/machine-washing",2148
"West Bengal","male","Talking, conversing, chatting",4167
"West Bengal","male","Employment in corporations, government and non-profit institutions",816
"West Bengal","male","Personal hygiene and care",3883
"West Bengal","male","Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household members",728
"West Bengal","male","Shopping for/purchasing of goods and related activities",1258
"West Bengal","female","Other activities related to community participation",1
"West Bengal","female","Travelling time related to learning",1395
"West Bengal","female","School/university attendance",670
"West Bengal","female","Vending and trading of goods in household enterprises",136
"West Bengal","female","Talking, conversing, chatting",4813
"West Bengal","female","Travelling related to care-giving services for household members",153
"West Bengal","male","Caring for children including feeding, cleaning, physical care",84
"West Bengal","male","Travelling time related to learning",1489
"West Bengal","female","Growing of crops for the market in household enterprises",413
"West Bengal","female","Fishing for the market in household enterprises",7
"West Bengal","male","Growing of crops for the market in household enterprises",2470
"West Bengal","female","Preparing meals/snacks",5462
"West Bengal","female","Unpaid volunteer childcare and instruction",24
"West Bengal","female","Watching/listening to television and video",1218
"West Bengal","male","Preparing meals/snacks",146
"West Bengal","male","Drinking other than with meal or snack",702
"West Bengal","male","Homework, being tutored, course review, research and activities related to formal education",1691
"West Bengal","male","Night sleep/essential sleep",308
